afsc,doc_type,category,first_page,last_page,page_count,ksa_cues,mapping_terms,text_length,score,sample_text
12U1,AFOCD,Operations,55,56,2,10,5,5302,29.03,"DAFOCD, 31 Oct 24 AFSC 12U4*, Staff AFSC 12U3*, Qualified AFSC 12U1*, Entry/Student REMOTELY PILOTED AIRCRAFT (RPA) (Changed 31 Oct 12, Effective 27 Aug 12) 1. Specialty Summary. Operates specialized"
35P1,AFOCD,Operations,125,127,2,9,6,7965,28.8,"DAFOCD, 31 Oct 24 AFSC 35P4, Staff AFSC 35P3, Qualified AFSC 35P1, Entry PUBLIC AFFAIRS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Provides public affairs advice, trusted counsel,"
63A3,AFOCD,Operations,234,235,2,9,6,6606,28.66,"DAFOCD, 31 Oct 24 ACQUISITION UTILIZATION FIELD (63XX) Introduction (Changed 30 Apr 16) The Acquisition Utilization Field encompasses staff and management functions peculiar to the Air Force acquisiti"
63A4,AFOCD,Operations,234,235,2,9,6,6606,28.66,"DAFOCD, 31 Oct 24 ACQUISITION UTILIZATION FIELD (63XX) Introduction (Changed 30 Apr 16) The Acquisition Utilization Field encompasses staff and management functions peculiar to the Air Force acquisiti"
63G0,AFOCD,Operations,234,236,2,9,6,6582,28.66,"DAFOCD, 31 Oct 24 ACQUISITION UTILIZATION FIELD (63XX) Introduction (Changed 30 Apr 16) The Acquisition Utilization Field encompasses staff and management functions peculiar to the Air Force acquisiti"
63S0,AFOCD,Operations,234,237,2,9,6,5298,28.53,"DAFOCD, 31 Oct 24 ACQUISITION UTILIZATION FIELD (63XX) Introduction (Changed 30 Apr 16) The Acquisition Utilization Field encompasses staff and management functions peculiar to the Air Force acquisiti"
46N3,AFOCD,Operations,191,192,2,11,3,6866,28.19,"DAFOCD, 31 Oct 24 (masters or doctorate) degree in nursing that is also nationally accredited and recognized by the US Department of Education https://www.ed.gov/accreditation. 3.3. Training. The foll"
48R1,AFOCD,Operations,215,216,2,10,4,7836,27.78,"DAFOCD, 31 Oct 24 AFSC 48R4*, Staff AFSC 48R3*, Qualified AFSC 48R1*, Entry RESIDENCY TRAINED FLIGHT SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Administers the aerospace medicine program; condu"
48R3,AFOCD,Operations,215,216,2,10,4,7836,27.78,"DAFOCD, 31 Oct 24 AFSC 48R4*, Staff AFSC 48R3*, Qualified AFSC 48R1*, Entry RESIDENCY TRAINED FLIGHT SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Administers the aerospace medicine program; condu"
13B3,AFOCD,Operations,6,58,2,10,4,7091,27.71,"DAFOCD, 31 Oct 24 SECTION I-B AUTHORIZED PREFIXES PREFIX A MULTI-DOMAIN WARFARE PLANNER (Changed 31 Oct 24) Prefix A identifies positions on manning documents and officers serving in, or qualified to"
62E4,AFOCD,Operations,230,231,2,8,6,7604,26.76,"DAFOCD, 31 Oct 24 DEVELOPMENTAL ENGINEERING UTILIZATION FIELD (62XX) Introduction (Changed 30 Apr 14, Effective 22 Nov 13) The Developmental Engineering Utilization Field encompasses the design, devel"
13S3A,AFOCD,Operations,16,68,3,10,3,7346,26.73,"DAFOCD, 31 Oct 24 PREFIX M MEDICAL SERVICE SPECIALIST (Changed 31 Oct 24) Prefix M identifies officers certified by an appropriate American Specialty Board or other board acceptable to the Air Force"
13S1,AFOCD,Operations,67,67,1,6,9,6391,26.64,"DAFOCD, 31 Oct 24 AFSC 13S4*, Staff AFSC 13S3*, Qualified AFSC 13S1*, Entry SPACE OPERATIONS (Changed 30 Apr 19) 1. Specialty Summary. Operates and manages space operations systems to develop, sustain"
13S3,AFOCD,Operations,67,67,1,6,9,6391,26.64,"DAFOCD, 31 Oct 24 AFSC 13S4*, Staff AFSC 13S3*, Qualified AFSC 13S1*, Entry SPACE OPERATIONS (Changed 30 Apr 19) 1. Specialty Summary. Operates and manages space operations systems to develop, sustain"
13S4,AFOCD,Operations,67,67,1,6,9,6391,26.64,"DAFOCD, 31 Oct 24 AFSC 13S4*, Staff AFSC 13S3*, Qualified AFSC 13S1*, Entry SPACE OPERATIONS (Changed 30 Apr 19) 1. Specialty Summary. Operates and manages space operations systems to develop, sustain"
15A3,AFOCD,Operations,77,78,2,9,4,7573,25.76,"DAFOCD, 31 Oct 24 AFSC 15A4, Staff AFSC 15A3, Qualified AFSC 15A1, Entry OPERATIONS ANALYSIS OFFICER (Changed 30 Apr 23) 1. Specialty Summary. Operations Research Analysis officers broadly apply advan"
16F1,AFOCD,Operations,83,84,2,9,4,6276,25.63,"DAFOCD, 31 Oct 24 AFSC 16F4*, Staff AFSC 16F3*, Qualified AFSC 16F1*, Entry FOREIGN AREA OFFICER (FAO) (Changed 30 Apr 21) 1. Specialty Summary. Provides a cadre of Airmen with international insight,"
38F1,AFOCD,Operations,128,129,2,9,4,5769,25.58,"DAFOCD, 31 Oct 24 AFSC 38F4, Staff AFSC 38F3, Qualified AFSC 38F1, Entry FORCE SUPPORT (Changed 30 Apr 23) 1. Specialty Summary. Define, develop, shape, sustain, and deliver mission-ready Airmen acros"
17Y3,AFOCD,Operations,96,96,1,7,7,5239,25.52,"DAFOCD, 31 Oct 24 AFSC 17Y4*, Staff AFSC 17Y3*, Qualified AFSC 17Y1*, Entry CYBER EFFECTS & WARFARE OPERATIONS (Changed 30 Apr 2024) 1. Specialty Summary. Delivers cyberspace capabilities to create of"
17Y4,AFOCD,Operations,96,96,1,7,7,5239,25.52,"DAFOCD, 31 Oct 24 AFSC 17Y4*, Staff AFSC 17Y3*, Qualified AFSC 17Y1*, Entry CYBER EFFECTS & WARFARE OPERATIONS (Changed 30 Apr 2024) 1. Specialty Summary. Delivers cyberspace capabilities to create of"
17S1,AFOCD,Operations,94,94,1,7,7,4059,25.41,"DAFOCD, 31 Oct 24 AFSC 17S4*, Staff AFSC 17S3*, Qualified AFSC 17S1*, Entry CYBERSPACE EFFECTS OPERATIONS (Changed 31 Oct 24) 1. Specialty Summary. Operates cyberspace weapons systems and commands cr"
17S3,AFOCD,Operations,94,94,1,7,7,4059,25.41,"DAFOCD, 31 Oct 24 AFSC 17S4*, Staff AFSC 17S3*, Qualified AFSC 17S1*, Entry CYBERSPACE EFFECTS OPERATIONS (Changed 31 Oct 24) 1. Specialty Summary. Operates cyberspace weapons systems and commands cr"
17S4,AFOCD,Operations,94,94,1,7,7,4059,25.41,"DAFOCD, 31 Oct 24 AFSC 17S4*, Staff AFSC 17S3*, Qualified AFSC 17S1*, Entry CYBERSPACE EFFECTS OPERATIONS (Changed 31 Oct 24) 1. Specialty Summary. Operates cyberspace weapons systems and commands cr"
13A1,AFOCD,Operations,57,57,1,7,7,3594,25.36,"DAFOCD, 31 Oct 24 AFSC 13A4, Staff AFSC 13A3, Qualified AFSC 13A1, Entry ASTRONAUT (Changed 30 Apr 19) 1. Specialty Summary. Commands, operates, or pilots crewed space vehicle missions. Accomplishes o"
13A3,AFOCD,Operations,57,57,1,7,7,3594,25.36,"DAFOCD, 31 Oct 24 AFSC 13A4, Staff AFSC 13A3, Qualified AFSC 13A1, Entry ASTRONAUT (Changed 30 Apr 19) 1. Specialty Summary. Commands, operates, or pilots crewed space vehicle missions. Accomplishes o"
13A4,AFOCD,Operations,57,57,1,7,7,3594,25.36,"DAFOCD, 31 Oct 24 AFSC 13A4, Staff AFSC 13A3, Qualified AFSC 13A1, Entry ASTRONAUT (Changed 30 Apr 19) 1. Specialty Summary. Commands, operates, or pilots crewed space vehicle missions. Accomplishes o"
46Y1,AFOCD,Operations,196,198,3,9,3,7928,24.79,"DAFOCD, 31 Oct 24 AFSC 46Y4*, Staff AFSC 46Y3*, Qualified AFSC 46Y1*, Entry ADVANCED PRACTICE REGISTERED NURSE (APRN) (Changed 31 Oct 23) 1. Specialty Summary. Includes nurse midwives, nurse anestheti"
30C0,AFOCD,Operations,18,116,2,10,2,5309,24.53,"DAFOCD, 31 Oct 24 PREFIX P PILOT REQUIRED (Changed 31 Oct 24) Prefix P identifies first lieutenant through colonel positions on manning documents and officers serving in, or qualified to serve in, po"
46F4,AFOCD,Operations,190,190,1,7,6,6293,24.13,"DAFOCD, 31 Oct 24 AFSC 46F4, Staff AFSC 46F3, Qualified AFSC 46F1, Entry FLIGHT NURSE (Changed 31 Oct 23) 1. Specialty Summary: Provides professional medical-surgical nursing care within scope of prac"
15W4,AFOCD,Operations,80,80,1,7,6,6162,24.12,"DAFOCD, 31 Oct 24 AFSC 15W4*, Staff AFSC 15W3*, Qualified AFSC 15W1*, Entry WEATHER AND ENVIRONMENTAL SCIENCES (Changed 30 Apr 24) 1. Specialty Summary. Commands, manages, and performs weather and env"
62E1,AFOCD,Operations,231,231,1,7,6,5962,24.1,"DAFOCD, 31 Oct 24 AFSC 62E4, Staff AFSC 62E3*, Qualified AFSC 62E1*, Entry DEVELOPMENTAL ENGINEER (Changed 31 Oct 24) 1. Specialty Summary. Plans, organizes, manages, and implements systems engineeri"
62E3,AFOCD,Operations,231,231,1,7,6,5962,24.1,"DAFOCD, 31 Oct 24 AFSC 62E4, Staff AFSC 62E3*, Qualified AFSC 62E1*, Entry DEVELOPMENTAL ENGINEER (Changed 31 Oct 24) 1. Specialty Summary. Plans, organizes, manages, and implements systems engineeri"
45U1,AFOCD,Operations,187,188,2,9,3,4464,23.95,"DAFOCD, 31 Oct 24 AFSC 45U4*, Staff AFSC 45U3*, Qualified AFSC 45U1*, Entry UROLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative means, inj"
17D1,AFOCD,Operations,93,93,1,7,6,4336,23.93,"DAFOCD, 31 Oct 24 AFSC 17D4*, Staff AFSC 17D3*, Qualified AFSC 17D1*, Entry WARFIGHTER COMMUNICATIONS OPERATIONS (Changed 31 Oct 24) 1. Specialty Summary. Operates, secures, configures, designs, main"
17D3,AFOCD,Operations,93,93,1,7,6,4336,23.93,"DAFOCD, 31 Oct 24 AFSC 17D4*, Staff AFSC 17D3*, Qualified AFSC 17D1*, Entry WARFIGHTER COMMUNICATIONS OPERATIONS (Changed 31 Oct 24) 1. Specialty Summary. Operates, secures, configures, designs, main"
17D4,AFOCD,Operations,93,93,1,7,6,4336,23.93,"DAFOCD, 31 Oct 24 AFSC 17D4*, Staff AFSC 17D3*, Qualified AFSC 17D1*, Entry WARFIGHTER COMMUNICATIONS OPERATIONS (Changed 31 Oct 24) 1. Specialty Summary. Operates, secures, configures, designs, main"
48G1,AFOCD,Operations,211,212,2,8,4,6497,23.65,"DAFOCD, 31 Oct 24 AFSC 48G4 Staff AFSC 48G3 Qualified AFSC 48G1 Entry GENERAL MEDICAL OFFICER (GMO), FLIGHT SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Administers the Aerospace Medicine Program"
48G3,AFOCD,Operations,211,212,2,8,4,6497,23.65,"DAFOCD, 31 Oct 24 AFSC 48G4 Staff AFSC 48G3 Qualified AFSC 48G1 Entry GENERAL MEDICAL OFFICER (GMO), FLIGHT SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Administers the Aerospace Medicine Program"
38F3,AFOCD,Operations,128,128,1,8,4,5597,23.06,"DAFOCD, 31 Oct 24 AFSC 38F4, Staff AFSC 38F3, Qualified AFSC 38F1, Entry FORCE SUPPORT (Changed 30 Apr 23) 1. Specialty Summary. Define, develop, shape, sustain, and deliver mission-ready Airmen acros"
38F4,AFOCD,Operations,128,128,1,8,4,5597,23.06,"DAFOCD, 31 Oct 24 AFSC 38F4, Staff AFSC 38F3, Qualified AFSC 38F1, Entry FORCE SUPPORT (Changed 30 Apr 23) 1. Specialty Summary. Define, develop, shape, sustain, and deliver mission-ready Airmen acros"
13N1,AFOCD,Operations,65,65,1,7,5,6062,22.61,"DAFOCD, 31 Oct 24 AFSC 13N4, Staff AFSC 13N3, Qualified AFSC 13N2, Intermediate AFSC 13N1, Entry NUCLEAR AND MISSILE OPERATIONS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Operates"
13N2,AFOCD,Operations,65,65,1,7,5,6062,22.61,"DAFOCD, 31 Oct 24 AFSC 13N4, Staff AFSC 13N3, Qualified AFSC 13N2, Intermediate AFSC 13N1, Entry NUCLEAR AND MISSILE OPERATIONS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Operates"
13N3,AFOCD,Operations,65,65,1,7,5,6062,22.61,"DAFOCD, 31 Oct 24 AFSC 13N4, Staff AFSC 13N3, Qualified AFSC 13N2, Intermediate AFSC 13N1, Entry NUCLEAR AND MISSILE OPERATIONS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Operates"
13N4,AFOCD,Operations,65,65,1,7,5,6062,22.61,"DAFOCD, 31 Oct 24 AFSC 13N4, Staff AFSC 13N3, Qualified AFSC 13N2, Intermediate AFSC 13N1, Entry NUCLEAR AND MISSILE OPERATIONS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Operates"
61C1,AFOCD,Operations,226,226,1,7,5,6122,22.61,"DAFOCD, 31 Oct 24 AFSC 61C4*, Staff AFSC 61C3*, Qualified AFSC 61C1*, Entry CHEMIST/NUCLEAR CHEMIST (Changed 30 Apr 23) 1. Specialty Summary. Conducts or manages programs, projects, and activities to"
61C3,AFOCD,Operations,226,226,1,7,5,6122,22.61,"DAFOCD, 31 Oct 24 AFSC 61C4*, Staff AFSC 61C3*, Qualified AFSC 61C1*, Entry CHEMIST/NUCLEAR CHEMIST (Changed 30 Apr 23) 1. Specialty Summary. Conducts or manages programs, projects, and activities to"
61C4,AFOCD,Operations,226,226,1,7,5,6122,22.61,"DAFOCD, 31 Oct 24 AFSC 61C4*, Staff AFSC 61C3*, Qualified AFSC 61C1*, Entry CHEMIST/NUCLEAR CHEMIST (Changed 30 Apr 23) 1. Specialty Summary. Conducts or manages programs, projects, and activities to"
35P3,AFOCD,Operations,125,125,1,7,5,5815,22.58,"DAFOCD, 31 Oct 24 AFSC 35P4, Staff AFSC 35P3, Qualified AFSC 35P1, Entry PUBLIC AFFAIRS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Provides public affairs advice, trusted counsel,"
35P4,AFOCD,Operations,125,125,1,7,5,5815,22.58,"DAFOCD, 31 Oct 24 AFSC 35P4, Staff AFSC 35P3, Qualified AFSC 35P1, Entry PUBLIC AFFAIRS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Provides public affairs advice, trusted counsel,"
52R1,AFOCD,Operations,221,222,2,9,2,5822,22.58,"DAFOCD, 31 Oct 24 CHAPLAIN UTILIZATION FIELD (52XX) Introduction (Changed 31 Oct 13) The Chaplain Utilization Field encompasses Chaplain Corps programs, staff management, readiness, plans, advisement,"
52R3,AFOCD,Operations,221,222,2,9,2,5822,22.58,"DAFOCD, 31 Oct 24 CHAPLAIN UTILIZATION FIELD (52XX) Introduction (Changed 31 Oct 13) The Chaplain Utilization Field encompasses Chaplain Corps programs, staff management, readiness, plans, advisement,"
52R4,AFOCD,Operations,221,222,2,9,2,5822,22.58,"DAFOCD, 31 Oct 24 CHAPLAIN UTILIZATION FIELD (52XX) Introduction (Changed 31 Oct 13) The Chaplain Utilization Field encompasses Chaplain Corps programs, staff management, readiness, plans, advisement,"
61D1,AFOCD,Operations,228,228,1,7,5,5818,22.58,"DAFOCD, 31 Oct 24 AFSC 61D4*, Staff AFSC 61D3*, Qualified AFSC 61D1*, Entry PHYSICIST/NUCLEAR ENGINEER (Changed 30 Apr 23) 1. Specialty Summary. Conducts or manages programs, projects, and activities"
61D3,AFOCD,Operations,228,228,1,7,5,5818,22.58,"DAFOCD, 31 Oct 24 AFSC 61D4*, Staff AFSC 61D3*, Qualified AFSC 61D1*, Entry PHYSICIST/NUCLEAR ENGINEER (Changed 30 Apr 23) 1. Specialty Summary. Conducts or manages programs, projects, and activities"
61D4,AFOCD,Operations,228,228,1,7,5,5818,22.58,"DAFOCD, 31 Oct 24 AFSC 61D4*, Staff AFSC 61D3*, Qualified AFSC 61D1*, Entry PHYSICIST/NUCLEAR ENGINEER (Changed 30 Apr 23) 1. Specialty Summary. Conducts or manages programs, projects, and activities"
65F1,AFOCD,Operations,241,241,1,7,5,5835,22.58,"DAFOCD, 31 Oct 24 AFSC 65F4, Staff AFSC 65F3, Qualified AFSC 65F1, Entry FINANCIAL MANAGEMENT (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Leads, plans, organizes, manages, and accom"
65F3,AFOCD,Operations,241,241,1,7,5,5835,22.58,"DAFOCD, 31 Oct 24 AFSC 65F4, Staff AFSC 65F3, Qualified AFSC 65F1, Entry FINANCIAL MANAGEMENT (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Leads, plans, organizes, manages, and accom"
65F4,AFOCD,Operations,241,241,1,7,5,5835,22.58,"DAFOCD, 31 Oct 24 AFSC 65F4, Staff AFSC 65F3, Qualified AFSC 65F1, Entry FINANCIAL MANAGEMENT (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Leads, plans, organizes, manages, and accom"
43D1,AFOCD,Operations,149,149,1,7,5,5736,22.57,"DAFOCD, 31 Oct 24 AFSC 43D4, Staff AFSC 43D3, Qualified AFSC 43D1, Entry DIETITIAN (Changed 31 Oct 20) 1. Specialty Summary. Serves as the advisor to the Medical Treatment Facility Commander (MTF/CC)"
43D3,AFOCD,Operations,149,149,1,7,5,5736,22.57,"DAFOCD, 31 Oct 24 AFSC 43D4, Staff AFSC 43D3, Qualified AFSC 43D1, Entry DIETITIAN (Changed 31 Oct 20) 1. Specialty Summary. Serves as the advisor to the Medical Treatment Facility Commander (MTF/CC)"
43D4,AFOCD,Operations,149,149,1,7,5,5736,22.57,"DAFOCD, 31 Oct 24 AFSC 43D4, Staff AFSC 43D3, Qualified AFSC 43D1, Entry DIETITIAN (Changed 31 Oct 20) 1. Specialty Summary. Serves as the advisor to the Medical Treatment Facility Commander (MTF/CC)"
43E3,AFOCD,Operations,150,150,1,7,5,5651,22.57,"DAFOCD, 31 Oct 24 AFSC 43E4*, Staff AFSC 43E3*, Qualified AFSC 43E1*, Entry BIOENVIRONMENTAL ENGINEER (Changed 30 Apr 24) 1. Specialty Summary. Applies engineering and scientific principles in anticip"
43E4,AFOCD,Operations,150,150,1,7,5,5651,22.57,"DAFOCD, 31 Oct 24 AFSC 43E4*, Staff AFSC 43E3*, Qualified AFSC 43E1*, Entry BIOENVIRONMENTAL ENGINEER (Changed 30 Apr 24) 1. Specialty Summary. Applies engineering and scientific principles in anticip"
42T3,AFOCD,Operations,146,146,1,7,5,5199,22.52,"DAFOCD, 31 Oct 24 AFSC 42T4, Staff AFSC 42T3, Qualified AFSC 42T1, Entry OCCUPATIONAL THERAPIST (Changed 31 Oct 23) 1. Specialty Summary. Plans, develops, and manages occupational therapy programs and"
42T4,AFOCD,Operations,146,146,1,7,5,5199,22.52,"DAFOCD, 31 Oct 24 AFSC 42T4, Staff AFSC 42T3, Qualified AFSC 42T1, Entry OCCUPATIONAL THERAPIST (Changed 31 Oct 23) 1. Specialty Summary. Plans, develops, and manages occupational therapy programs and"
17W1,AFOCD,Operations,95,95,1,7,5,4700,22.47,"DAFOCD, 31 Oct 24 AFSC 17W4*, Staff AFSC 17W3*, Qualified AFSC 17W1*, Entry WARFIGHTER COMMUNICATIONS & IT SYSTEMS OPERATIONS (Changed 30 Apr 2024) 1. Specialty Summary. Designs, builds, operates, sec"
17W3,AFOCD,Operations,95,95,1,7,5,4700,22.47,"DAFOCD, 31 Oct 24 AFSC 17W4*, Staff AFSC 17W3*, Qualified AFSC 17W1*, Entry WARFIGHTER COMMUNICATIONS & IT SYSTEMS OPERATIONS (Changed 30 Apr 2024) 1. Specialty Summary. Designs, builds, operates, sec"
17W4,AFOCD,Operations,95,95,1,7,5,4700,22.47,"DAFOCD, 31 Oct 24 AFSC 17W4*, Staff AFSC 17W3*, Qualified AFSC 17W1*, Entry WARFIGHTER COMMUNICATIONS & IT SYSTEMS OPERATIONS (Changed 30 Apr 2024) 1. Specialty Summary. Designs, builds, operates, sec"
40C0,AFOCD,Operations,131,132,2,9,2,4108,22.41,"DAFOCD, 31 Oct 24 AFSC 40C0 MEDICAL COMMANDER (Changed 30 Apr 17) 1. Specialty Summary. Commands Medical Groups. Serves as chief staff advisor to line commanders. Related DoD Occupational Group: 26010"
44D1,AFOCD,Operations,162,162,1,7,5,3205,22.32,"DAFOCD, 31 Oct 24 AFSC 44D4*, Staff AFSC 44D3*, Qualified AFSC 44D1*, Entry PATHOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Diagnoses diseases by performing pathological examinations of body tis"
44D3,AFOCD,Operations,162,162,1,7,5,3205,22.32,"DAFOCD, 31 Oct 24 AFSC 44D4*, Staff AFSC 44D3*, Qualified AFSC 44D1*, Entry PATHOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Diagnoses diseases by performing pathological examinations of body tis"
44D4,AFOCD,Operations,162,162,1,7,5,3205,22.32,"DAFOCD, 31 Oct 24 AFSC 44D4*, Staff AFSC 44D3*, Qualified AFSC 44D1*, Entry PATHOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Diagnoses diseases by performing pathological examinations of body tis"
83R0,AFOCD,Operations,253,253,1,6,6,6324,22.13,"DAFOCD, 31 Oct 24 SDI 83R0 RECRUITING SERVICE 1. Special Duty Summary. Plans, directs, and monitors recruiting programs, personnel, training, and equipment to achieve an efficient and economical recru"
13M1,AFOCD,Operations,63,63,1,6,6,6177,22.12,"DAFOCD, 31 Oct 24 AFSC 13M4, Staff AFSC 13M3, Qualified AFSC 13M1, Entry AIRFIELD OPERATIONS (Changed 30 Apr 22) 1. Specialty Summary. Performs and leads airfield operations (AO) functions of, air tra"
13M4,AFOCD,Operations,63,63,1,6,6,6177,22.12,"DAFOCD, 31 Oct 24 AFSC 13M4, Staff AFSC 13M3, Qualified AFSC 13M1, Entry AIRFIELD OPERATIONS (Changed 30 Apr 22) 1. Specialty Summary. Performs and leads airfield operations (AO) functions of, air tra"
14F1,AFOCD,Operations,71,71,1,6,6,6062,22.11,"DAFOCD, 31 Oct 24 AFSC 14F4, Staff AFSC 14F3, Qualified AFSC 14F1, Entry INFORMATION OPERATIONS (Changed 31 Oct 23) 1. Specialty Summary. Leads and applies social science principles across four functi"
14F4,AFOCD,Operations,71,71,1,6,6,6062,22.11,"DAFOCD, 31 Oct 24 AFSC 14F4, Staff AFSC 14F3, Qualified AFSC 14F1, Entry INFORMATION OPERATIONS (Changed 31 Oct 23) 1. Specialty Summary. Leads and applies social science principles across four functi"
42E1,AFOCD,Operations,138,138,1,6,6,6100,22.11,"DAFOCD, 31 Oct 24 AFSC 42E4, Staff AFSC 42E3, Qualified AFSC 42E1, Entry OPTOMETRIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, treats and manages diseases and disorders of the vis"
42E4,AFOCD,Operations,138,138,1,6,6,6100,22.11,"DAFOCD, 31 Oct 24 AFSC 42E4, Staff AFSC 42E3, Qualified AFSC 42E1, Entry OPTOMETRIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, treats and manages diseases and disorders of the vis"
13Z3,AFOCD,Operations,19,69,2,8,3,5302,22.03,"DAFOCD, 31 Oct 24 PREFIX Q STANDARDIZATION/FLIGHT EXAMINER (Changed 31 Oct 24) Prefix Q identifies positions on manning documents and officers serving in or qualified to serve in standardization and"
13H3,AFOCD,Operations,17,60,2,7,4,7601,21.76,"DAFOCD, 31 Oct 24 PREFIX O SUPPORT SQUADRON OPERATIONS OFFICER (Changed 31 Oct 24) Prefix O identifies positions on manning documents and officers serving in, or qualified to serve in, positions in n"
16F3,AFOCD,Operations,83,83,1,8,3,5483,21.55,"DAFOCD, 31 Oct 24 AFSC 16F4*, Staff AFSC 16F3*, Qualified AFSC 16F1*, Entry FOREIGN AREA OFFICER (FAO) (Changed 30 Apr 21) 1. Specialty Summary. Provides a cadre of Airmen with international insight,"
16F4,AFOCD,Operations,83,83,1,8,3,5483,21.55,"DAFOCD, 31 Oct 24 AFSC 16F4*, Staff AFSC 16F3*, Qualified AFSC 16F1*, Entry FOREIGN AREA OFFICER (FAO) (Changed 30 Apr 21) 1. Specialty Summary. Provides a cadre of Airmen with international insight,"
48V1,AFOCD,Operations,217,217,1,8,3,4775,21.48,"DAFOCD, 31 Oct 24 AFSC 48V4, Staff AFSC 48V3, Qualified AFSC 48V1, Entry PILOT-PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Performs functions of the aerospace medicine physician as well as int"
48V3,AFOCD,Operations,217,217,1,8,3,4775,21.48,"DAFOCD, 31 Oct 24 AFSC 48V4, Staff AFSC 48V3, Qualified AFSC 48V1, Entry PILOT-PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Performs functions of the aerospace medicine physician as well as int"
48V4,AFOCD,Operations,217,217,1,8,3,4775,21.48,"DAFOCD, 31 Oct 24 AFSC 48V4, Staff AFSC 48V3, Qualified AFSC 48V1, Entry PILOT-PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Performs functions of the aerospace medicine physician as well as int"
15A1,AFOCD,Operations,77,77,1,7,4,6478,21.15,"DAFOCD, 31 Oct 24 AFSC 15A4, Staff AFSC 15A3, Qualified AFSC 15A1, Entry OPERATIONS ANALYSIS OFFICER (Changed 30 Apr 23) 1. Specialty Summary. Operations Research Analysis officers broadly apply advan"
15A4,AFOCD,Operations,77,77,1,7,4,6478,21.15,"DAFOCD, 31 Oct 24 AFSC 15A4, Staff AFSC 15A3, Qualified AFSC 15A1, Entry OPERATIONS ANALYSIS OFFICER (Changed 30 Apr 23) 1. Specialty Summary. Operations Research Analysis officers broadly apply advan"
48O1,AFOCD,Operations,213,213,1,7,4,5772,21.08,"DAFOCD, 31 Oct 24 AFSC 48O4, Staff AFSC 48O3, Qualified AFSC 48O1, Entry AEROMEDICAL PHYSICIAN (Established 31 Oct 23) 1. Specialty Summary. Administers the Aerospace and Operational Medicine Program;"
48O3,AFOCD,Operations,213,213,1,7,4,5772,21.08,"DAFOCD, 31 Oct 24 AFSC 48O4, Staff AFSC 48O3, Qualified AFSC 48O1, Entry AEROMEDICAL PHYSICIAN (Established 31 Oct 23) 1. Specialty Summary. Administers the Aerospace and Operational Medicine Program;"
48O4,AFOCD,Operations,213,213,1,7,4,5772,21.08,"DAFOCD, 31 Oct 24 AFSC 48O4, Staff AFSC 48O3, Qualified AFSC 48O1, Entry AEROMEDICAL PHYSICIAN (Established 31 Oct 23) 1. Specialty Summary. Administers the Aerospace and Operational Medicine Program;"
43T3,AFOCD,Operations,157,157,1,7,4,5423,21.04,"DAFOCD, 31 Oct 24 AFSC 43T3*, Qualified AFSC 43T1*, Entry BIOMEDICAL LABORATORY (Changed 31 Oct 18) 1. Specialty Summary. Manages, directs, supervises, and performs analyses of biologic and related ma"
41A3,AFOCD,Operations,133,133,1,7,4,5309,21.03,"DAFOCD, 31 Oct 24 AFSC 41A4*, Staff AFSC 41A3*, Qualified AFSC 41A1*, Entry HEALTH SERVICES ADMINISTRATOR (Changed 30 Apr 19) 1. Specialty Summary. Manages health services activities, including plans"
41A4,AFOCD,Operations,133,133,1,7,4,5309,21.03,"DAFOCD, 31 Oct 24 AFSC 41A4*, Staff AFSC 41A3*, Qualified AFSC 41A1*, Entry HEALTH SERVICES ADMINISTRATOR (Changed 30 Apr 19) 1. Specialty Summary. Manages health services activities, including plans"
71S1,AFOCD,Operations,244,244,1,7,4,5128,21.01,"DAFOCD, 31 Oct 24 AFSC 71S4, Staff AFSC 71S3, Qualified AFSC 71S1, Entry SPECIAL INVESTIGATIONS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Manages and conducts special investigatio"
