afsc,label,text_norm,source_doc,evidence,page,chunk_idx,extractor_version
14F,S,"Identify adversary intentions, weaknesses, and vulnerabilities from multi-source data",llm,"Identify adversary intentions, weaknesses, and vulnerabilities from multi-source data",,0,llm_v0
14F,S,Develop IO inputs to joint plans within the integrated planning environment,llm,Develop IO inputs to joint plans within the integrated planning environment,,0,llm_v0
14F,S,Produce IO doctrine and policy materials,llm,Produce IO doctrine and policy materials,,0,llm_v0
14F,S,Manage acquisition and financial actions for IO programs,llm,Manage acquisition and financial actions for IO programs,,0,llm_v0
14F,S,Develop and deliver IO education and training,llm,Develop and deliver IO education and training,,0,llm_v0
14F,S,Manage human capital and force structure for IO organizations,llm,Manage human capital and force structure for IO organizations,,0,llm_v0
14F,S,Apply modeling and simulation to IO planning and assessment,llm,Apply modeling and simulation to IO planning and assessment,,0,llm_v0
14F,S,Implement security practices for IO activities and classified environments,llm,Implement security practices for IO activities and classified environments,,0,llm_v0
14F,S,Support operational design to accelerate friendly OODA cycles,llm,Support operational design to accelerate friendly OODA cycles,,0,llm_v0
14F,S,Coordinate across joint planning partners to achieve information advantage,llm,Coordinate across joint planning partners to achieve information advantage,,0,llm_v0
14F,A,"Lead and apply social science principles across analysis, planning, integration, and assessment",llm,"Lead and apply social science principles across analysis, planning, integration, and assessment",,0,llm_v0
14F,A,Influence perceptions and behavior to drive desired action or inaction,llm,Influence perceptions and behavior to drive desired action or inaction,,0,llm_v0
14F,A,Achieve and sustain an information advantage over adversaries,llm,Achieve and sustain an information advantage over adversaries,,0,llm_v0
14F,A,"Operate effectively in pervasive, dynamic, interconnected information environments",llm,"Operate effectively in pervasive, dynamic, interconnected information environments",,0,llm_v0
14F,A,"Coordinate, integrate, and synchronize complex, multi-domain efforts",llm,"Coordinate, integrate, and synchronize complex, multi-domain efforts",,0,llm_v0
14F,A,Rapidly synthesize classified information into actionable operational insight,llm,Rapidly synthesize classified information into actionable operational insight,,0,llm_v0
14F,A,Provide timely insight enabling expedited operational design and faster OODA cycles,llm,Provide timely insight enabling expedited operational design and faster OODA cycles,,0,llm_v0
14F,A,Translate commander’s objectives into IO effects and activities,llm,Translate commander’s objectives into IO effects and activities,,0,llm_v0
14F,A,Identify operational vulnerabilities and opportunities in adversary systems,llm,Identify operational vulnerabilities and opportunities in adversary systems,,0,llm_v0
14F,A,"Manage diverse IO staff functions (policy, strategy, acquisition, training, IT, security)",llm,"Manage diverse IO staff functions (policy, strategy, acquisition, training, IT, security)",,0,llm_v0
14F,A,Maintain meticulous security and judgment when accessing and handling privileged information,llm,Maintain meticulous security and judgment when accessing and handling privileged information,,0,llm_v0
14F,A,Communicate IO plans and assessments clearly to commanders and staffs,llm,Communicate IO plans and assessments clearly to commanders and staffs,,0,llm_v0
14F,K,Joint Planning Process (JPP) and joint/combined campaign planning doctrine,llm,Joint Planning Process (JPP) and joint/combined campaign planning doctrine,,1,llm_v0
14F,K,Information Operations (IO) doctrine and information warfare principles,llm,Information Operations (IO) doctrine and information warfare principles,,1,llm_v0
14F,K,"Information Environment (IE) dimensions: physical, informational, and cognitive",llm,"Information Environment (IE) dimensions: physical, informational, and cognitive",,1,llm_v0
14F,K,Operational Environment (OE) concepts and IE–OE integration,llm,Operational Environment (OE) concepts and IE–OE integration,,1,llm_v0
14F,K,"Targeting cycle fundamentals (planning, execution, and assessment)",llm,"Targeting cycle fundamentals (planning, execution, and assessment)",,1,llm_v0
14F,K,Kinetic and non-kinetic capabilities and their effects,llm,Kinetic and non-kinetic capabilities and their effects,,1,llm_v0
14F,K,Effects-based operations and operational assessment methodologies,llm,Effects-based operations and operational assessment methodologies,,1,llm_v0
14F,K,Centers of Gravity (COG) analysis principles,llm,Centers of Gravity (COG) analysis principles,,1,llm_v0
14F,K,"Influence, perception, and behavior change theory in military contexts",llm,"Influence, perception, and behavior change theory in military contexts",,1,llm_v0
14F,K,"Strategic end states, commander’s objectives, and desired effects",llm,"Strategic end states, commander’s objectives, and desired effects",,1,llm_v0
14F,K,"Second- and third-order effects, branches and sequels",llm,"Second- and third-order effects, branches and sequels",,1,llm_v0
14F,K,"Coordination and synchronization principles across actions, words, and deeds",llm,"Coordination and synchronization principles across actions, words, and deeds",,1,llm_v0
14F,K,"Operations, Activities, and Investments (OAI) framework",llm,"Operations, Activities, and Investments (OAI) framework",,1,llm_v0
14F,K,Decision superiority concepts and decision support fundamentals,llm,Decision superiority concepts and decision support fundamentals,,1,llm_v0
14F,S,Characterizing and forecasting the Information Environment,llm,Characterizing and forecasting the Information Environment,,1,llm_v0
14F,S,Integrating IE outcomes with the Operational Environment,llm,Integrating IE outcomes with the Operational Environment,,1,llm_v0
14F,S,Planning flexible and adaptive operations using the JPP,llm,Planning flexible and adaptive operations using the JPP,,1,llm_v0
14F,S,Scoping IO and defining planning support requirements,llm,Scoping IO and defining planning support requirements,,1,llm_v0
14F,S,Conducting centers of gravity analysis across IE dimensions,llm,Conducting centers of gravity analysis across IE dimensions,,1,llm_v0
14F,S,Developing and recommending information effects and activities,llm,Developing and recommending information effects and activities,,1,llm_v0
14F,S,Estimating second- and third-order effects of actions,llm,Estimating second- and third-order effects of actions,,1,llm_v0
14F,S,"Coordinating to align actions, words, and deeds for credibility",llm,"Coordinating to align actions, words, and deeds for credibility",,1,llm_v0
14F,S,"Equipping policymakers, planners, and targeteers with influence tools/products",llm,"Equipping policymakers, planners, and targeteers with influence tools/products",,1,llm_v0
14F,S,"Synchronizing planning, execution, and assessment within the targeting cycle",llm,"Synchronizing planning, execution, and assessment within the targeting cycle",,1,llm_v0
14F,S,Assessing information effects and campaign progress against objectives,llm,Assessing information effects and campaign progress against objectives,,1,llm_v0
14F,S,Providing concise decision support and recommendations to commanders,llm,Providing concise decision support and recommendations to commanders,,1,llm_v0
14F,A,Anticipate and seize the initiative in the Information Environment,llm,Anticipate and seize the initiative in the Information Environment,,1,llm_v0
14F,A,Think strategically across the full spectrum of military operations,llm,Think strategically across the full spectrum of military operations,,1,llm_v0
14F,A,"Influence perceptions and attitudes of key leaders, groups, and organizations",llm,"Influence perceptions and attitudes of key leaders, groups, and organizations",,1,llm_v0
14F,A,Integrate multi-domain effects to enhance airpower outcomes,llm,Integrate multi-domain effects to enhance airpower outcomes,,1,llm_v0
14F,A,Operate effectively in both conflict and peacetime engagements,llm,Operate effectively in both conflict and peacetime engagements,,1,llm_v0
14F,A,Adapt to rapidly changing and ambiguous information environments,llm,Adapt to rapidly changing and ambiguous information environments,,1,llm_v0
14F,A,"Maintain holistic situational awareness across physical, informational, and cognitive dimensions",llm,"Maintain holistic situational awareness across physical, informational, and cognitive dimensions",,1,llm_v0
14F,A,Recognize desired and undesired effects and their operational implications,llm,Recognize desired and undesired effects and their operational implications,,1,llm_v0
14F,A,Ensure credibility and consistency across messaging and actions,llm,Ensure credibility and consistency across messaging and actions,,1,llm_v0
14F,A,Lead and direct synchronized operations involving kinetic and non-kinetic capabilities,llm,Lead and direct synchronized operations involving kinetic and non-kinetic capabilities,,1,llm_v0
14F,A,Support commander decision superiority under time constraints,llm,Support commander decision superiority under time constraints,,1,llm_v0
14F,A,Anticipate unintended consequences and evaluate complex trade-offs,llm,Anticipate unintended consequences and evaluate complex trade-offs,,1,llm_v0
14F,K,"Information environment (IE) concepts, components, and dynamics",llm,"Information environment (IE) concepts, components, and dynamics",,2,llm_v0
14F,K,Effects-based targeting theory and processes for preplanned and dynamic operations,llm,Effects-based targeting theory and processes for preplanned and dynamic operations,,2,llm_v0
14F,K,Kinetic and non-kinetic information-related capabilities and their potential effects,llm,Kinetic and non-kinetic information-related capabilities and their potential effects,,2,llm_v0
14F,K,Doctrine and procedures for target nomination and review of human targets,llm,Doctrine and procedures for target nomination and review of human targets,,2,llm_v0
14F,K,"Joint, Service, and Interagency information operations (IO) doctrine and coordination mechanisms",llm,"Joint, Service, and Interagency information operations (IO) doctrine and coordination mechanisms",,2,llm_v0
14F,K,"Disciplines, theories, and research relevant to Deception Activities, MISO, and OPSEC",llm,"Disciplines, theories, and research relevant to Deception Activities, MISO, and OPSEC",,2,llm_v0
14F,K,Principles for integrating informational and physical effects in USAF and Joint operations,llm,Principles for integrating informational and physical effects in USAF and Joint operations,,2,llm_v0
14F,K,"Assessment methodologies for IO, including measures of effectiveness (MOE) and indicators",llm,"Assessment methodologies for IO, including measures of effectiveness (MOE) and indicators",,2,llm_v0
14F,K,Decision-maker analysis: factors influencing decisions and supporting/communication infrastructure,llm,Decision-maker analysis: factors influencing decisions and supporting/communication infrastructure,,2,llm_v0
14F,K,"Methods for analyzing reports, surveys, polling data, and open-source information in IO contexts",llm,"Methods for analyzing reports, surveys, polling data, and open-source information in IO contexts",,2,llm_v0
14F,S,Leading and developing kinetic and non-kinetic capability requirements for targeting,llm,Leading and developing kinetic and non-kinetic capability requirements for targeting,,2,llm_v0
14F,S,Serving as a subject matter expert during human target nomination and review,llm,Serving as a subject matter expert during human target nomination and review,,2,llm_v0
14F,S,"Coordinating and integrating information capabilities with Service, Joint, and Interagency partners",llm,"Coordinating and integrating information capabilities with Service, Joint, and Interagency partners",,2,llm_v0
14F,S,"Advising leadership on implications, execution, analysis, and research related to Deception, MISO, and OPSEC",llm,"Advising leadership on implications, execution, analysis, and research related to Deception, MISO, and OPSEC",,2,llm_v0
14F,S,Synchronizing and providing strategic guidance to integrate informational and physical effects during execution,llm,Synchronizing and providing strategic guidance to integrate informational and physical effects during execution,,2,llm_v0
14F,S,Developing IO-focused inputs to assessment plans,llm,Developing IO-focused inputs to assessment plans,,2,llm_v0
14F,S,Evaluating data to produce IO assessment recommendations,llm,Evaluating data to produce IO assessment recommendations,,2,llm_v0
14F,S,"Assessing the IE to identify decision makers, decision factors, and supporting infrastructure",llm,"Assessing the IE to identify decision makers, decision factors, and supporting infrastructure",,2,llm_v0
14F,S,"Analyzing scenario products including reports, survey and polling information, and open-source documents",llm,"Analyzing scenario products including reports, survey and polling information, and open-source documents",,2,llm_v0
14F,S,Evaluating IO objective status using established MOEs and indicators,llm,Evaluating IO objective status using established MOEs and indicators,,2,llm_v0
14F,A,Lead and operate effectively in both preplanned and dynamic targeting situations,llm,Lead and operate effectively in both preplanned and dynamic targeting situations,,2,llm_v0
14F,A,Drive cross-organizational coordination and integration efforts,llm,Drive cross-organizational coordination and integration efforts,,2,llm_v0
14F,A,Provide clear strategic guidance under operational constraints,llm,Provide clear strategic guidance under operational constraints,,2,llm_v0
14F,A,Synthesize diverse qualitative and quantitative information to form defensible assessments,llm,Synthesize diverse qualitative and quantitative information to form defensible assessments,,2,llm_v0
14F,A,Identify and map decision-making networks within the IE,llm,Identify and map decision-making networks within the IE,,2,llm_v0
14F,A,Apply appropriate capabilities to achieve desired effects while considering second-order impacts,llm,Apply appropriate capabilities to achieve desired effects while considering second-order impacts,,2,llm_v0
14F,A,Maintain awareness of interactions between informational and physical effects,llm,Maintain awareness of interactions between informational and physical effects,,2,llm_v0
14F,A,Communicate complex IO concepts and recommendations to senior leaders,llm,Communicate complex IO concepts and recommendations to senior leaders,,2,llm_v0
14F,A,Adapt plans and recommendations based on assessment results and changing IE conditions,llm,Adapt plans and recommendations based on assessment results and changing IE conditions,,2,llm_v0
14F,A,Sustain subject matter expertise across the human targeting process to achieve operational effects,llm,Sustain subject matter expertise across the human targeting process to achieve operational effects,,2,llm_v0
14F,K,Information Operations (IO) doctrine and principles,llm,Information Operations (IO) doctrine and principles,,3,llm_v0
14F,K,Military Information Support Operations (MISO) concepts,llm,Military Information Support Operations (MISO) concepts,,3,llm_v0
14F,K,Deception Activities and Military Deception (MILDEC) doctrine,llm,Deception Activities and Military Deception (MILDEC) doctrine,,3,llm_v0
14F,K,Operations Security (OPSEC) principles,llm,Operations Security (OPSEC) principles,,3,llm_v0
14F,K,"Application, integration, and synchronization of information capabilities",llm,"Application, integration, and synchronization of information capabilities",,3,llm_v0
14F,K,"Methods to influence, disrupt, corrupt, or usurp adversary decision-making",llm,"Methods to influence, disrupt, corrupt, or usurp adversary decision-making",,3,llm_v0
14F,K,Characteristics and parameters of the Information Environment (IE),llm,Characteristics and parameters of the Information Environment (IE),,3,llm_v0
14F,K,"Concepts of desired effects, measurability, and feedback in operations",llm,"Concepts of desired effects, measurability, and feedback in operations",,3,llm_v0
14F,K,Joint IO effectiveness considerations and resource constraints,llm,Joint IO effectiveness considerations and resource constraints,,3,llm_v0
14F,S,Identifying information capability shortfalls,llm,Identifying information capability shortfalls,,3,llm_v0
14F,S,Assessing changes in Information Environment parameters and conditions,llm,Assessing changes in Information Environment parameters and conditions,,3,llm_v0
14F,S,Recognizing and analyzing resource issues affecting joint IO,llm,Recognizing and analyzing resource issues affecting joint IO,,3,llm_v0
14F,S,Defining measurable desired effects tied to commanders’ objectives,llm,Defining measurable desired effects tied to commanders’ objectives,,3,llm_v0
14F,S,"Establishing feedback mechanisms for commanders, operators, and planners",llm,"Establishing feedback mechanisms for commanders, operators, and planners",,3,llm_v0
14F,S,"Applying, integrating, and synchronizing information capabilities during operations",llm,"Applying, integrating, and synchronizing information capabilities during operations",,3,llm_v0
14F,S,Planning and conducting MISO/psychological operations,llm,Planning and conducting MISO/psychological operations,,3,llm_v0
14F,S,Planning and executing deception activities and MILDEC,llm,Planning and executing deception activities and MILDEC,,3,llm_v0
14F,S,Performing OPSEC planning and protective measures,llm,Performing OPSEC planning and protective measures,,3,llm_v0
14F,S,Conducting IO assessments using measures of performance and effectiveness,llm,Conducting IO assessments using measures of performance and effectiveness,,3,llm_v0
14F,S,Reporting IO impacts and recommendations to stakeholders,llm,Reporting IO impacts and recommendations to stakeholders,,3,llm_v0
14F,A,Ability to influence target audience decision-making to create desired effects,llm,Ability to influence target audience decision-making to create desired effects,,3,llm_v0
14F,A,Ability to operate and adapt in an evolving Information Environment,llm,Ability to operate and adapt in an evolving Information Environment,,3,llm_v0
14F,A,Ability to synthesize information to diagnose shortfalls and risks,llm,Ability to synthesize information to diagnose shortfalls and risks,,3,llm_v0
14F,A,Ability to coordinate and synchronize activities across joint stakeholders,llm,Ability to coordinate and synchronize activities across joint stakeholders,,3,llm_v0
14F,A,Ability to prioritize and manage limited resources to sustain IO effectiveness,llm,Ability to prioritize and manage limited resources to sustain IO effectiveness,,3,llm_v0
14F,A,Ability to communicate complex assessments and feedback clearly and succinctly,llm,Ability to communicate complex assessments and feedback clearly and succinctly,,3,llm_v0
14F,A,Ability to ensure alignment of IO activities with commander’s objectives,llm,Ability to ensure alignment of IO activities with commander’s objectives,,3,llm_v0
14F,K,Air Force Personnel Security Program policies (DoDM 5200.02 and AFMAN 16-1405),llm,Air Force Personnel Security Program policies (DoDM 5200.02 and AFMAN 16-1405),,4,llm_v0
14F,K,Tier 5 (T5) personnel security investigation requirements and adjudication standards,llm,Tier 5 (T5) personnel security investigation requirements and adjudication standards,,4,llm_v0
14F,K,"Top Secret clearance processes, including interim clearance provisions",llm,"Top Secret clearance processes, including interim clearance provisions",,4,llm_v0
14F,K,Principles of classified information handling and access control,llm,Principles of classified information handling and access control,,4,llm_v0
14F,K,Purpose and use of the Joint Worldwide Intelligence Communications System (JWICS) and similar classified networks,llm,Purpose and use of the Joint Worldwide Intelligence Communications System (JWICS) and similar classified networks,,4,llm_v0
14F,K,Relevant academic disciplines specified in the 14FX CIP Education Matrix,llm,Relevant academic disciplines specified in the 14FX CIP Education Matrix,,4,llm_v0
14F,S,Applying personnel security procedures to obtain and maintain clearance eligibility,llm,Applying personnel security procedures to obtain and maintain clearance eligibility,,4,llm_v0
14F,S,Operating securely on JWICS and similar classified information systems,llm,Operating securely on JWICS and similar classified information systems,,4,llm_v0
14F,S,"Implementing classification, marking, and safeguarding procedures for Top Secret information",llm,"Implementing classification, marking, and safeguarding procedures for Top Secret information",,4,llm_v0
14F,S,Preparing and maintaining documentation required for T5 investigations and adjudications,llm,Preparing and maintaining documentation required for T5 investigations and adjudications,,4,llm_v0
14F,S,Complying with access authorization and need-to-know verification processes,llm,Complying with access authorization and need-to-know verification processes,,4,llm_v0
14F,A,Obtain and retain a favorable T5 adjudication for Top Secret eligibility,llm,Obtain and retain a favorable T5 adjudication for Top Secret eligibility,,4,llm_v0
14F,A,Routinely work within and access classified environments,llm,Routinely work within and access classified environments,,4,llm_v0
14F,A,Strictly adhere to security policies and protocols with reliability and discretion,llm,Strictly adhere to security policies and protocols with reliability and discretion,,4,llm_v0
14F,A,Maintain compliance and readiness for personnel security audits and inspections,llm,Maintain compliance and readiness for personnel security audits and inspections,,4,llm_v0
14F,A,"Meet advanced academic requirements (e.g., doctoral-level study) as specified in the 14FX CIP Education Matrix",llm,"Meet advanced academic requirements (e.g., doctoral-level study) as specified in the 14FX CIP Education Matrix",,4,llm_v0
21A,K,Aircraft maintenance management principles,llm,Aircraft maintenance management principles,,0,llm_v0
21A,K,"Airframe, powerplant, avionics, and weapons systems fundamentals",llm,"Airframe, powerplant, avionics, and weapons systems fundamentals",,0,llm_v0
21A,K,"USAF maintenance policies, technical orders, and documentation standards",llm,"USAF maintenance policies, technical orders, and documentation standards",,0,llm_v0
21A,K,Flightline operations and safety protocols,llm,Flightline operations and safety protocols,,0,llm_v0
21A,K,Maintenance scheduling and production control concepts,llm,Maintenance scheduling and production control concepts,,0,llm_v0
21A,K,Configuration management principles,llm,Configuration management principles,,0,llm_v0
21A,K,"Reliability, maintainability, and fleet health management",llm,"Reliability, maintainability, and fleet health management",,0,llm_v0
21A,K,Quality assurance and compliance inspection concepts,llm,Quality assurance and compliance inspection concepts,,0,llm_v0
21A,K,Foreign Object Damage (FOD) and Dropped Object Prevention (DOP) programs,llm,Foreign Object Damage (FOD) and Dropped Object Prevention (DOP) programs,,0,llm_v0
21A,K,Resource and fiscal management in DoD environments,llm,Resource and fiscal management in DoD environments,,0,llm_v0
21A,K,Logistics and materiel management for aircraft and support equipment,llm,Logistics and materiel management for aircraft and support equipment,,0,llm_v0
21A,K,Human factors and risk management in maintenance operations,llm,Human factors and risk management in maintenance operations,,0,llm_v0
21A,K,Automated maintenance information systems and data integrity requirements,llm,Automated maintenance information systems and data integrity requirements,,0,llm_v0
21A,K,Security and force protection principles,llm,Security and force protection principles,,0,llm_v0
21A,K,Data analytics and maintenance metrics/indicators,llm,Data analytics and maintenance metrics/indicators,,0,llm_v0
21A,K,Weapons loading and munitions handling policy basics,llm,Weapons loading and munitions handling policy basics,,0,llm_v0
21A,K,"Environmental, safety, and occupational health regulations",llm,"Environmental, safety, and occupational health regulations",,0,llm_v0
21A,S,Developing and executing flying and maintenance schedules,llm,Developing and executing flying and maintenance schedules,,0,llm_v0
21A,S,Managing aircraft configuration and status,llm,Managing aircraft configuration and status,,0,llm_v0
21A,S,"Directing launch, recovery, servicing, and repair activities",llm,"Directing launch, recovery, servicing, and repair activities",,0,llm_v0
21A,S,Administering periodic inspections and maintenance programs,llm,Administering periodic inspections and maintenance programs,,0,llm_v0
21A,S,Ensuring accurate entries in aircraft forms and automated systems,llm,Ensuring accurate entries in aircraft forms and automated systems,,0,llm_v0
21A,S,Analyzing maintenance indicators to identify trends,llm,Analyzing maintenance indicators to identify trends,,0,llm_v0
21A,S,Implementing corrective actions and continuous improvement,llm,Implementing corrective actions and continuous improvement,,0,llm_v0
21A,S,Coordinating fiscal plans and allocating resources with functional managers,llm,Coordinating fiscal plans and allocating resources with functional managers,,0,llm_v0
21A,S,Balancing workforce availability and skills with operational requirements,llm,Balancing workforce availability and skills with operational requirements,,0,llm_v0
21A,S,"Enforcing adherence to technical data, policy, and procedures",llm,"Enforcing adherence to technical data, policy, and procedures",,0,llm_v0
21A,S,Managing FOD and Dropped Object Prevention programs,llm,Managing FOD and Dropped Object Prevention programs,,0,llm_v0
21A,S,Conducting flightline safety and compliance audits,llm,Conducting flightline safety and compliance audits,,0,llm_v0
21A,S,Briefing and advising senior leadership on capability and readiness,llm,Briefing and advising senior leadership on capability and readiness,,0,llm_v0
21A,S,"Training, mentoring, and administering discipline for maintenance personnel",llm,"Training, mentoring, and administering discipline for maintenance personnel",,0,llm_v0
21A,S,"Managing supply, parts, and support equipment for maintenance",llm,"Managing supply, parts, and support equipment for maintenance",,0,llm_v0
21A,S,Developing and executing risk mitigation plans for maintenance operations,llm,Developing and executing risk mitigation plans for maintenance operations,,0,llm_v0
21A,S,Orchestrating cross-functional repair network activities,llm,Orchestrating cross-functional repair network activities,,0,llm_v0
21A,S,"Preparing, tracking, and controlling maintenance documentation and schedules",llm,"Preparing, tracking, and controlling maintenance documentation and schedules",,0,llm_v0
21A,A,Leading and motivating diverse maintenance teams,llm,Leading and motivating diverse maintenance teams,,0,llm_v0
21A,A,Maintaining situational awareness of fleet health and readiness,llm,Maintaining situational awareness of fleet health and readiness,,0,llm_v0
21A,A,Making timely decisions under operational pressure,llm,Making timely decisions under operational pressure,,0,llm_v0
21A,A,Prioritizing tasks and managing multiple concurrent activities,llm,Prioritizing tasks and managing multiple concurrent activities,,0,llm_v0
21A,A,Assessing unit capability and operational risk,llm,Assessing unit capability and operational risk,,0,llm_v0
21A,A,Communicating clearly across ranks and functions,llm,Communicating clearly across ranks and functions,,0,llm_v0
21A,A,Adapting plans to changing mission requirements,llm,Adapting plans to changing mission requirements,,0,llm_v0
21A,A,Detecting discrepancies with strong attention to detail,llm,Detecting discrepancies with strong attention to detail,,0,llm_v0
21A,A,Interpreting technical orders and complex maintenance data,llm,Interpreting technical orders and complex maintenance data,,0,llm_v0
21A,A,"Enforcing safety, security, and maintenance discipline",llm,"Enforcing safety, security, and maintenance discipline",,0,llm_v0
21A,A,Solving complex logistics and maintenance problems,llm,Solving complex logistics and maintenance problems,,0,llm_v0
21A,A,Coordinating actions across agencies and stakeholders,llm,Coordinating actions across agencies and stakeholders,,0,llm_v0
21A,A,Sustaining compliance in high-tempo environments,llm,Sustaining compliance in high-tempo environments,,0,llm_v0
21A,A,Strategic planning and resource allocation,llm,Strategic planning and resource allocation,,0,llm_v0
21A,A,Upholding force protection and security posture,llm,Upholding force protection and security posture,,0,llm_v0
21A,K,"Aircraft maintenance principles across propulsion, pneudraulics, fuel, electro-environmental, and avionics systems",llm,"Aircraft maintenance principles across propulsion, pneudraulics, fuel, electro-environmental, and avionics systems",,1,llm_v0
21A,K,"Egress systems design, safety protocols, and maintenance requirements",llm,"Egress systems design, safety protocols, and maintenance requirements",,1,llm_v0
21A,K,PMEL/metrology and calibration standards and practices,llm,PMEL/metrology and calibration standards and practices,,1,llm_v0
21A,K,Aerospace ground equipment functions and maintenance concepts,llm,Aerospace ground equipment functions and maintenance concepts,,1,llm_v0
21A,K,"Structural repair methods and materials, including low-observable (stealth) coatings and treatments",llm,"Structural repair methods and materials, including low-observable (stealth) coatings and treatments",,1,llm_v0
21A,K,"Corrosion science, prevention, and control strategies",llm,"Corrosion science, prevention, and control strategies",,1,llm_v0
21A,K,Aerospace welding and machining processes,llm,Aerospace welding and machining processes,,1,llm_v0
21A,K,"Non-destructive inspection methods (e.g., ultrasonic, eddy current, radiography, dye penetrant)",llm,"Non-destructive inspection methods (e.g., ultrasonic, eddy current, radiography, dye penetrant)",,1,llm_v0
21A,K,"Munitions handling, storage, and armament suspension systems",llm,"Munitions handling, storage, and armament suspension systems",,1,llm_v0
21A,K,"Quality assurance principles, inspection criteria, and compliance standards/technical orders",llm,"Quality assurance principles, inspection criteria, and compliance standards/technical orders",,1,llm_v0
21A,K,"Maintenance planning, policy development, and procedural frameworks",llm,"Maintenance planning, policy development, and procedural frameworks",,1,llm_v0
21A,K,"Logistics and supply chain management, including repair-cycle management",llm,"Logistics and supply chain management, including repair-cycle management",,1,llm_v0
21A,K,Transportation and port operations for air and ground movement in support of maintenance,llm,Transportation and port operations for air and ground movement in support of maintenance,,1,llm_v0
21A,K,"Budgeting, cost analysis, and resource management fundamentals",llm,"Budgeting, cost analysis, and resource management fundamentals",,1,llm_v0
21A,K,"Life-cycle sustainment, modifications, modernization, and configuration management",llm,"Life-cycle sustainment, modifications, modernization, and configuration management",,1,llm_v0
21A,K,Production scheduling and workflow management concepts,llm,Production scheduling and workflow management concepts,,1,llm_v0
21A,K,Operational planning and capability assessment for combat support,llm,Operational planning and capability assessment for combat support,,1,llm_v0
21A,K,"Data analytics, metrics, trend analysis, and program evaluation methods",llm,"Data analytics, metrics, trend analysis, and program evaluation methods",,1,llm_v0
21A,K,Emergency and contingency response procedures for maintenance operations,llm,Emergency and contingency response procedures for maintenance operations,,1,llm_v0
21A,K,"Crash, damaged, and disabled aircraft recovery principles",llm,"Crash, damaged, and disabled aircraft recovery principles",,1,llm_v0
21A,S,Directing and supervising multi-specialty aircraft maintenance operations,llm,Directing and supervising multi-specialty aircraft maintenance operations,,1,llm_v0
21A,S,"Developing and publishing maintenance plans, policies, and procedures",llm,"Developing and publishing maintenance plans, policies, and procedures",,1,llm_v0
21A,S,Managing quality assurance programs and conducting inspections and audits,llm,Managing quality assurance programs and conducting inspections and audits,,1,llm_v0
21A,S,"Planning and delivering maintenance training, including end-of-runway and weapons load training",llm,"Planning and delivering maintenance training, including end-of-runway and weapons load training",,1,llm_v0
21A,S,Coordinating supply requisitions and managing repair-cycle times and parts delivery,llm,Coordinating supply requisitions and managing repair-cycle times and parts delivery,,1,llm_v0
21A,S,Scheduling maintenance/production and balancing workload against available resources,llm,Scheduling maintenance/production and balancing workload against available resources,,1,llm_v0
21A,S,Conducting capability assessments and readiness reporting for operational plans,llm,Conducting capability assessments and readiness reporting for operational plans,,1,llm_v0
21A,S,"Coordinating logistics support with transportation, ports, base support, and munitions functions",llm,"Coordinating logistics support with transportation, ports, base support, and munitions functions",,1,llm_v0
21A,S,"Managing budgets, allocating resources, and tracking expenditures",llm,"Managing budgets, allocating resources, and tracking expenditures",,1,llm_v0
21A,S,"Overseeing modifications, modernizations, and configuration control activities",llm,"Overseeing modifications, modernizations, and configuration control activities",,1,llm_v0
21A,S,"Leading crash, damaged, and disabled aircraft recovery operations",llm,"Leading crash, damaged, and disabled aircraft recovery operations",,1,llm_v0
21A,S,"Supervising structural repair, corrosion control, welding/machining, and aero-repair workcenters",llm,"Supervising structural repair, corrosion control, welding/machining, and aero-repair workcenters",,1,llm_v0
21A,S,Implementing and overseeing non-destructive inspection programs and interpreting results,llm,Implementing and overseeing non-destructive inspection programs and interpreting results,,1,llm_v0
21A,S,Using maintenance information systems and analytical tools to evaluate performance and trends,llm,Using maintenance information systems and analytical tools to evaluate performance and trends,,1,llm_v0
21A,S,Defining technical problems and performing root-cause and corrective-action analyses,llm,Defining technical problems and performing root-cause and corrective-action analyses,,1,llm_v0
21A,S,"Preparing plans, briefings, and documentation for leadership and stakeholders",llm,"Preparing plans, briefings, and documentation for leadership and stakeholders",,1,llm_v0
21A,S,Establishing base support plans and munitions support requirements,llm,Establishing base support plans and munitions support requirements,,1,llm_v0
21A,A,Lead and motivate diverse technical teams across multiple maintenance specialties,llm,Lead and motivate diverse technical teams across multiple maintenance specialties,,1,llm_v0
21A,A,Prioritize tasks and allocate resources under time-sensitive and mission-driven constraints,llm,Prioritize tasks and allocate resources under time-sensitive and mission-driven constraints,,1,llm_v0
21A,A,Make sound decisions during emergencies and contingency operations,llm,Make sound decisions during emergencies and contingency operations,,1,llm_v0
21A,A,"Integrate maintenance, logistics, and operations into cohesive support plans (systems thinking)",llm,"Integrate maintenance, logistics, and operations into cohesive support plans (systems thinking)",,1,llm_v0
21A,A,"Analyze complex technical and operational data to identify trends, improvements, and deficiencies",llm,"Analyze complex technical and operational data to identify trends, improvements, and deficiencies",,1,llm_v0
21A,A,Anticipate and plan for life-cycle sustainment needs and modernization impacts,llm,Anticipate and plan for life-cycle sustainment needs and modernization impacts,,1,llm_v0
21A,A,"Communicate clearly with both technical and non-technical audiences, verbally and in writing",llm,"Communicate clearly with both technical and non-technical audiences, verbally and in writing",,1,llm_v0
