afsc,label,text_norm,evidence,source_doc,page,chunk_idx,extractor_version
14F,S,Characterizing and forecasting the Information Environment,Characterizing and forecasting the Information Environment,llm,,1,llm_v0
14F,S,Integrating IE outcomes with the Operational Environment,Integrating IE outcomes with the Operational Environment,llm,,1,llm_v0
14F,S,Planning flexible and adaptive operations using the JPP,Planning flexible and adaptive operations using the JPP,llm,,1,llm_v0
14F,S,Scoping IO and defining planning support requirements,Scoping IO and defining planning support requirements,llm,,1,llm_v0
14F,S,Conducting centers of gravity analysis across IE dimensions,Conducting centers of gravity analysis across IE dimensions,llm,,1,llm_v0
14F,S,Developing and recommending information effects and activities,Developing and recommending information effects and activities,llm,,1,llm_v0
14F,S,Estimating second- and third-order effects of actions,Estimating second- and third-order effects of actions,llm,,1,llm_v0
14F,S,"Coordinating to align actions, words, and deeds for credibility","Coordinating to align actions, words, and deeds for credibility",llm,,1,llm_v0
14F,S,"Equipping policymakers, planners, and targeteers with influence tools/products","Equipping policymakers, planners, and targeteers with influence tools/products",llm,,1,llm_v0
14F,S,"Synchronizing planning, execution, and assessment within the targeting cycle","Synchronizing planning, execution, and assessment within the targeting cycle",llm,,1,llm_v0
14F,S,Assessing information effects and campaign progress against objectives,Assessing information effects and campaign progress against objectives,llm,,1,llm_v0
14F,S,Providing concise decision support and recommendations to commanders,Providing concise decision support and recommendations to commanders,llm,,1,llm_v0
14F,A,Anticipate and seize the initiative in the Information Environment,Anticipate and seize the initiative in the Information Environment,llm,,1,llm_v0
14F,A,Think strategically across the full spectrum of military operations,Think strategically across the full spectrum of military operations,llm,,1,llm_v0
14F,A,"Influence perceptions and attitudes of key leaders, groups, and organizations","Influence perceptions and attitudes of key leaders, groups, and organizations",llm,,1,llm_v0
14F,A,Integrate multi-domain effects to enhance airpower outcomes,Integrate multi-domain effects to enhance airpower outcomes,llm,,1,llm_v0
14F,A,Operate effectively in both conflict and peacetime engagements,Operate effectively in both conflict and peacetime engagements,llm,,1,llm_v0
14F,A,Adapt to rapidly changing and ambiguous information environments,Adapt to rapidly changing and ambiguous information environments,llm,,1,llm_v0
14F,A,"Maintain holistic situational awareness across physical, informational, and cognitive dimensions","Maintain holistic situational awareness across physical, informational, and cognitive dimensions",llm,,1,llm_v0
14F,A,Recognize desired and undesired effects and their operational implications,Recognize desired and undesired effects and their operational implications,llm,,1,llm_v0
14F,A,Ensure credibility and consistency across messaging and actions,Ensure credibility and consistency across messaging and actions,llm,,1,llm_v0
14F,A,Lead and direct synchronized operations involving kinetic and non-kinetic capabilities,Lead and direct synchronized operations involving kinetic and non-kinetic capabilities,llm,,1,llm_v0
14F,A,Support commander decision superiority under time constraints,Support commander decision superiority under time constraints,llm,,1,llm_v0
14F,A,Anticipate unintended consequences and evaluate complex trade-offs,Anticipate unintended consequences and evaluate complex trade-offs,llm,,1,llm_v0
14F,K,"Information environment (IE) concepts, components, and dynamics","Information environment (IE) concepts, components, and dynamics",llm,,2,llm_v0
14F,K,Effects-based targeting theory and processes for preplanned and dynamic operations,Effects-based targeting theory and processes for preplanned and dynamic operations,llm,,2,llm_v0
14F,K,Kinetic and non-kinetic information-related capabilities and their potential effects,Kinetic and non-kinetic information-related capabilities and their potential effects,llm,,2,llm_v0
14F,K,Doctrine and procedures for target nomination and review of human targets,Doctrine and procedures for target nomination and review of human targets,llm,,2,llm_v0
14F,K,"Joint, Service, and Interagency information operations (IO) doctrine and coordination mechanisms","Joint, Service, and Interagency information operations (IO) doctrine and coordination mechanisms",llm,,2,llm_v0
14F,K,"Disciplines, theories, and research relevant to Deception Activities, MISO, and OPSEC","Disciplines, theories, and research relevant to Deception Activities, MISO, and OPSEC",llm,,2,llm_v0
14F,K,Principles for integrating informational and physical effects in USAF and Joint operations,Principles for integrating informational and physical effects in USAF and Joint operations,llm,,2,llm_v0
14F,K,"Assessment methodologies for IO, including measures of effectiveness (MOE) and indicators","Assessment methodologies for IO, including measures of effectiveness (MOE) and indicators",llm,,2,llm_v0
14F,K,Decision-maker analysis: factors influencing decisions and supporting/communication infrastructure,Decision-maker analysis: factors influencing decisions and supporting/communication infrastructure,llm,,2,llm_v0
14F,K,"Methods for analyzing reports, surveys, polling data, and open-source information in IO contexts","Methods for analyzing reports, surveys, polling data, and open-source information in IO contexts",llm,,2,llm_v0
14F,S,Leading and developing kinetic and non-kinetic capability requirements for targeting,Leading and developing kinetic and non-kinetic capability requirements for targeting,llm,,2,llm_v0
14F,S,Serving as a subject matter expert during human target nomination and review,Serving as a subject matter expert during human target nomination and review,llm,,2,llm_v0
14F,S,"Coordinating and integrating information capabilities with Service, Joint, and Interagency partners","Coordinating and integrating information capabilities with Service, Joint, and Interagency partners",llm,,2,llm_v0
14F,S,"Advising leadership on implications, execution, analysis, and research related to Deception, MISO, and OPSEC","Advising leadership on implications, execution, analysis, and research related to Deception, MISO, and OPSEC",llm,,2,llm_v0
14F,S,Synchronizing and providing strategic guidance to integrate informational and physical effects during execution,Synchronizing and providing strategic guidance to integrate informational and physical effects during execution,llm,,2,llm_v0
14F,S,Developing IO-focused inputs to assessment plans,Developing IO-focused inputs to assessment plans,llm,,2,llm_v0
14F,S,Evaluating data to produce IO assessment recommendations,Evaluating data to produce IO assessment recommendations,llm,,2,llm_v0
14F,S,"Assessing the IE to identify decision makers, decision factors, and supporting infrastructure","Assessing the IE to identify decision makers, decision factors, and supporting infrastructure",llm,,2,llm_v0
14F,S,"Analyzing scenario products including reports, survey and polling information, and open-source documents","Analyzing scenario products including reports, survey and polling information, and open-source documents",llm,,2,llm_v0
14F,S,Evaluating IO objective status using established MOEs and indicators,Evaluating IO objective status using established MOEs and indicators,llm,,2,llm_v0
14F,A,Lead and operate effectively in both preplanned and dynamic targeting situations,Lead and operate effectively in both preplanned and dynamic targeting situations,llm,,2,llm_v0
14F,A,Drive cross-organizational coordination and integration efforts,Drive cross-organizational coordination and integration efforts,llm,,2,llm_v0
14F,A,Provide clear strategic guidance under operational constraints,Provide clear strategic guidance under operational constraints,llm,,2,llm_v0
14F,A,Synthesize diverse qualitative and quantitative information to form defensible assessments,Synthesize diverse qualitative and quantitative information to form defensible assessments,llm,,2,llm_v0
14F,A,Identify and map decision-making networks within the IE,Identify and map decision-making networks within the IE,llm,,2,llm_v0
14F,A,Apply appropriate capabilities to achieve desired effects while considering second-order impacts,Apply appropriate capabilities to achieve desired effects while considering second-order impacts,llm,,2,llm_v0
14F,A,Maintain awareness of interactions between informational and physical effects,Maintain awareness of interactions between informational and physical effects,llm,,2,llm_v0
14F,A,Communicate complex IO concepts and recommendations to senior leaders,Communicate complex IO concepts and recommendations to senior leaders,llm,,2,llm_v0
14F,A,Adapt plans and recommendations based on assessment results and changing IE conditions,Adapt plans and recommendations based on assessment results and changing IE conditions,llm,,2,llm_v0
14F,A,Sustain subject matter expertise across the human targeting process to achieve operational effects,Sustain subject matter expertise across the human targeting process to achieve operational effects,llm,,2,llm_v0
14F,K,Information Operations (IO) doctrine and principles,Information Operations (IO) doctrine and principles,llm,,3,llm_v0
14F,K,Military Information Support Operations (MISO) concepts,Military Information Support Operations (MISO) concepts,llm,,3,llm_v0
14F,K,Deception Activities and Military Deception (MILDEC) doctrine,Deception Activities and Military Deception (MILDEC) doctrine,llm,,3,llm_v0
14F,K,Operations Security (OPSEC) principles,Operations Security (OPSEC) principles,llm,,3,llm_v0
14F,K,"Application, integration, and synchronization of information capabilities","Application, integration, and synchronization of information capabilities",llm,,3,llm_v0
14F,K,"Methods to influence, disrupt, corrupt, or usurp adversary decision-making","Methods to influence, disrupt, corrupt, or usurp adversary decision-making",llm,,3,llm_v0
14F,K,Characteristics and parameters of the Information Environment (IE),Characteristics and parameters of the Information Environment (IE),llm,,3,llm_v0
14F,K,"Concepts of desired effects, measurability, and feedback in operations","Concepts of desired effects, measurability, and feedback in operations",llm,,3,llm_v0
14F,K,Joint IO effectiveness considerations and resource constraints,Joint IO effectiveness considerations and resource constraints,llm,,3,llm_v0
14F,S,Identifying information capability shortfalls,Identifying information capability shortfalls,llm,,3,llm_v0
14F,S,Assessing changes in Information Environment parameters and conditions,Assessing changes in Information Environment parameters and conditions,llm,,3,llm_v0
14F,S,Recognizing and analyzing resource issues affecting joint IO,Recognizing and analyzing resource issues affecting joint IO,llm,,3,llm_v0
14F,S,Defining measurable desired effects tied to commanders’ objectives,Defining measurable desired effects tied to commanders’ objectives,llm,,3,llm_v0
14F,S,"Establishing feedback mechanisms for commanders, operators, and planners","Establishing feedback mechanisms for commanders, operators, and planners",llm,,3,llm_v0
14F,S,"Applying, integrating, and synchronizing information capabilities during operations","Applying, integrating, and synchronizing information capabilities during operations",llm,,3,llm_v0
14F,S,Planning and conducting MISO/psychological operations,Planning and conducting MISO/psychological operations,llm,,3,llm_v0
14F,S,Planning and executing deception activities and MILDEC,Planning and executing deception activities and MILDEC,llm,,3,llm_v0
14F,S,Performing OPSEC planning and protective measures,Performing OPSEC planning and protective measures,llm,,3,llm_v0
14F,S,Conducting IO assessments using measures of performance and effectiveness,Conducting IO assessments using measures of performance and effectiveness,llm,,3,llm_v0
14F,S,Reporting IO impacts and recommendations to stakeholders,Reporting IO impacts and recommendations to stakeholders,llm,,3,llm_v0
14F,A,Ability to influence target audience decision-making to create desired effects,Ability to influence target audience decision-making to create desired effects,llm,,3,llm_v0
14F,A,Ability to operate and adapt in an evolving Information Environment,Ability to operate and adapt in an evolving Information Environment,llm,,3,llm_v0
14F,A,Ability to synthesize information to diagnose shortfalls and risks,Ability to synthesize information to diagnose shortfalls and risks,llm,,3,llm_v0
14F,A,Ability to coordinate and synchronize activities across joint stakeholders,Ability to coordinate and synchronize activities across joint stakeholders,llm,,3,llm_v0
14F,A,Ability to prioritize and manage limited resources to sustain IO effectiveness,Ability to prioritize and manage limited resources to sustain IO effectiveness,llm,,3,llm_v0
14F,A,Ability to communicate complex assessments and feedback clearly and succinctly,Ability to communicate complex assessments and feedback clearly and succinctly,llm,,3,llm_v0
14F,A,Ability to ensure alignment of IO activities with commander’s objectives,Ability to ensure alignment of IO activities with commander’s objectives,llm,,3,llm_v0
14F,K,Air Force Personnel Security Program policies (DoDM 5200.02 and AFMAN 16-1405),Air Force Personnel Security Program policies (DoDM 5200.02 and AFMAN 16-1405),llm,,4,llm_v0
14F,K,Tier 5 (T5) personnel security investigation requirements and adjudication standards,Tier 5 (T5) personnel security investigation requirements and adjudication standards,llm,,4,llm_v0
14F,K,"Top Secret clearance processes, including interim clearance provisions","Top Secret clearance processes, including interim clearance provisions",llm,,4,llm_v0
14F,K,Principles of classified information handling and access control,Principles of classified information handling and access control,llm,,4,llm_v0
14F,K,Purpose and use of the Joint Worldwide Intelligence Communications System (JWICS) and similar classified networks,Purpose and use of the Joint Worldwide Intelligence Communications System (JWICS) and similar classified networks,llm,,4,llm_v0
14F,K,Relevant academic disciplines specified in the 14FX CIP Education Matrix,Relevant academic disciplines specified in the 14FX CIP Education Matrix,llm,,4,llm_v0
14F,S,Applying personnel security procedures to obtain and maintain clearance eligibility,Applying personnel security procedures to obtain and maintain clearance eligibility,llm,,4,llm_v0
14F,S,Operating securely on JWICS and similar classified information systems,Operating securely on JWICS and similar classified information systems,llm,,4,llm_v0
14F,S,"Implementing classification, marking, and safeguarding procedures for Top Secret information","Implementing classification, marking, and safeguarding procedures for Top Secret information",llm,,4,llm_v0
14F,S,Preparing and maintaining documentation required for T5 investigations and adjudications,Preparing and maintaining documentation required for T5 investigations and adjudications,llm,,4,llm_v0
14F,S,Complying with access authorization and need-to-know verification processes,Complying with access authorization and need-to-know verification processes,llm,,4,llm_v0
14F,A,Obtain and retain a favorable T5 adjudication for Top Secret eligibility,Obtain and retain a favorable T5 adjudication for Top Secret eligibility,llm,,4,llm_v0
14F,A,Routinely work within and access classified environments,Routinely work within and access classified environments,llm,,4,llm_v0
14F,A,Strictly adhere to security policies and protocols with reliability and discretion,Strictly adhere to security policies and protocols with reliability and discretion,llm,,4,llm_v0
14F,A,Maintain compliance and readiness for personnel security audits and inspections,Maintain compliance and readiness for personnel security audits and inspections,llm,,4,llm_v0
14F,A,"Meet advanced academic requirements (e.g., doctoral-level study) as specified in the 14FX CIP Education Matrix","Meet advanced academic requirements (e.g., doctoral-level study) as specified in the 14FX CIP Education Matrix",llm,,4,llm_v0
21A,K,Aircraft maintenance management principles,Aircraft maintenance management principles,llm,,0,llm_v0
21A,K,"Airframe, powerplant, avionics, and weapons systems fundamentals","Airframe, powerplant, avionics, and weapons systems fundamentals",llm,,0,llm_v0
21A,K,"USAF maintenance policies, technical orders, and documentation standards","USAF maintenance policies, technical orders, and documentation standards",llm,,0,llm_v0
21A,K,Flightline operations and safety protocols,Flightline operations and safety protocols,llm,,0,llm_v0
21A,K,Maintenance scheduling and production control concepts,Maintenance scheduling and production control concepts,llm,,0,llm_v0
21A,K,Configuration management principles,Configuration management principles,llm,,0,llm_v0
21A,K,"Reliability, maintainability, and fleet health management","Reliability, maintainability, and fleet health management",llm,,0,llm_v0
21A,K,Quality assurance and compliance inspection concepts,Quality assurance and compliance inspection concepts,llm,,0,llm_v0
21A,K,Foreign Object Damage (FOD) and Dropped Object Prevention (DOP) programs,Foreign Object Damage (FOD) and Dropped Object Prevention (DOP) programs,llm,,0,llm_v0
21A,K,Resource and fiscal management in DoD environments,Resource and fiscal management in DoD environments,llm,,0,llm_v0
21A,K,Logistics and materiel management for aircraft and support equipment,Logistics and materiel management for aircraft and support equipment,llm,,0,llm_v0
21A,K,Human factors and risk management in maintenance operations,Human factors and risk management in maintenance operations,llm,,0,llm_v0
21A,K,Automated maintenance information systems and data integrity requirements,Automated maintenance information systems and data integrity requirements,llm,,0,llm_v0
21A,K,Security and force protection principles,Security and force protection principles,llm,,0,llm_v0
21A,K,Data analytics and maintenance metrics/indicators,Data analytics and maintenance metrics/indicators,llm,,0,llm_v0
21A,K,Weapons loading and munitions handling policy basics,Weapons loading and munitions handling policy basics,llm,,0,llm_v0
21A,K,"Environmental, safety, and occupational health regulations","Environmental, safety, and occupational health regulations",llm,,0,llm_v0
21A,S,Developing and executing flying and maintenance schedules,Developing and executing flying and maintenance schedules,llm,,0,llm_v0
21A,S,Managing aircraft configuration and status,Managing aircraft configuration and status,llm,,0,llm_v0
21A,S,"Directing launch, recovery, servicing, and repair activities","Directing launch, recovery, servicing, and repair activities",llm,,0,llm_v0
21A,S,Administering periodic inspections and maintenance programs,Administering periodic inspections and maintenance programs,llm,,0,llm_v0
21A,S,Ensuring accurate entries in aircraft forms and automated systems,Ensuring accurate entries in aircraft forms and automated systems,llm,,0,llm_v0
21A,S,Analyzing maintenance indicators to identify trends,Analyzing maintenance indicators to identify trends,llm,,0,llm_v0
21A,S,Implementing corrective actions and continuous improvement,Implementing corrective actions and continuous improvement,llm,,0,llm_v0
21A,S,Coordinating fiscal plans and allocating resources with functional managers,Coordinating fiscal plans and allocating resources with functional managers,llm,,0,llm_v0
21A,S,Balancing workforce availability and skills with operational requirements,Balancing workforce availability and skills with operational requirements,llm,,0,llm_v0
21A,S,"Enforcing adherence to technical data, policy, and procedures","Enforcing adherence to technical data, policy, and procedures",llm,,0,llm_v0
21A,S,Managing FOD and Dropped Object Prevention programs,Managing FOD and Dropped Object Prevention programs,llm,,0,llm_v0
21A,S,Conducting flightline safety and compliance audits,Conducting flightline safety and compliance audits,llm,,0,llm_v0
21A,S,Briefing and advising senior leadership on capability and readiness,Briefing and advising senior leadership on capability and readiness,llm,,0,llm_v0
21A,S,"Training, mentoring, and administering discipline for maintenance personnel","Training, mentoring, and administering discipline for maintenance personnel",llm,,0,llm_v0
21A,S,"Managing supply, parts, and support equipment for maintenance","Managing supply, parts, and support equipment for maintenance",llm,,0,llm_v0
21A,S,Developing and executing risk mitigation plans for maintenance operations,Developing and executing risk mitigation plans for maintenance operations,llm,,0,llm_v0
21A,S,Orchestrating cross-functional repair network activities,Orchestrating cross-functional repair network activities,llm,,0,llm_v0
21A,S,"Preparing, tracking, and controlling maintenance documentation and schedules","Preparing, tracking, and controlling maintenance documentation and schedules",llm,,0,llm_v0
21A,A,Leading and motivating diverse maintenance teams,Leading and motivating diverse maintenance teams,llm,,0,llm_v0
21A,A,Maintaining situational awareness of fleet health and readiness,Maintaining situational awareness of fleet health and readiness,llm,,0,llm_v0
21A,A,Making timely decisions under operational pressure,Making timely decisions under operational pressure,llm,,0,llm_v0
21A,A,Prioritizing tasks and managing multiple concurrent activities,Prioritizing tasks and managing multiple concurrent activities,llm,,0,llm_v0
21A,A,Assessing unit capability and operational risk,Assessing unit capability and operational risk,llm,,0,llm_v0
21A,A,Communicating clearly across ranks and functions,Communicating clearly across ranks and functions,llm,,0,llm_v0
21A,A,Adapting plans to changing mission requirements,Adapting plans to changing mission requirements,llm,,0,llm_v0
21A,A,Detecting discrepancies with strong attention to detail,Detecting discrepancies with strong attention to detail,llm,,0,llm_v0
21A,A,Interpreting technical orders and complex maintenance data,Interpreting technical orders and complex maintenance data,llm,,0,llm_v0
21A,A,"Enforcing safety, security, and maintenance discipline","Enforcing safety, security, and maintenance discipline",llm,,0,llm_v0
21A,A,Solving complex logistics and maintenance problems,Solving complex logistics and maintenance problems,llm,,0,llm_v0
21A,A,Coordinating actions across agencies and stakeholders,Coordinating actions across agencies and stakeholders,llm,,0,llm_v0
21A,A,Sustaining compliance in high-tempo environments,Sustaining compliance in high-tempo environments,llm,,0,llm_v0
21A,A,Strategic planning and resource allocation,Strategic planning and resource allocation,llm,,0,llm_v0
21A,A,Upholding force protection and security posture,Upholding force protection and security posture,llm,,0,llm_v0
21A,K,"Aircraft maintenance principles across propulsion, pneudraulics, fuel, electro-environmental, and avionics systems","Aircraft maintenance principles across propulsion, pneudraulics, fuel, electro-environmental, and avionics systems",llm,,1,llm_v0
21A,K,"Egress systems design, safety protocols, and maintenance requirements","Egress systems design, safety protocols, and maintenance requirements",llm,,1,llm_v0
21A,K,PMEL/metrology and calibration standards and practices,PMEL/metrology and calibration standards and practices,llm,,1,llm_v0
21A,K,Aerospace ground equipment functions and maintenance concepts,Aerospace ground equipment functions and maintenance concepts,llm,,1,llm_v0
21A,K,"Structural repair methods and materials, including low-observable (stealth) coatings and treatments","Structural repair methods and materials, including low-observable (stealth) coatings and treatments",llm,,1,llm_v0
21A,K,"Corrosion science, prevention, and control strategies","Corrosion science, prevention, and control strategies",llm,,1,llm_v0
21A,K,Aerospace welding and machining processes,Aerospace welding and machining processes,llm,,1,llm_v0
21A,K,"Non-destructive inspection methods (e.g., ultrasonic, eddy current, radiography, dye penetrant)","Non-destructive inspection methods (e.g., ultrasonic, eddy current, radiography, dye penetrant)",llm,,1,llm_v0
21A,K,"Munitions handling, storage, and armament suspension systems","Munitions handling, storage, and armament suspension systems",llm,,1,llm_v0
21A,K,"Quality assurance principles, inspection criteria, and compliance standards/technical orders","Quality assurance principles, inspection criteria, and compliance standards/technical orders",llm,,1,llm_v0
21A,K,"Maintenance planning, policy development, and procedural frameworks","Maintenance planning, policy development, and procedural frameworks",llm,,1,llm_v0
21A,K,"Logistics and supply chain management, including repair-cycle management","Logistics and supply chain management, including repair-cycle management",llm,,1,llm_v0
21A,K,Transportation and port operations for air and ground movement in support of maintenance,Transportation and port operations for air and ground movement in support of maintenance,llm,,1,llm_v0
21A,K,"Budgeting, cost analysis, and resource management fundamentals","Budgeting, cost analysis, and resource management fundamentals",llm,,1,llm_v0
21A,K,"Life-cycle sustainment, modifications, modernization, and configuration management","Life-cycle sustainment, modifications, modernization, and configuration management",llm,,1,llm_v0
21A,K,Production scheduling and workflow management concepts,Production scheduling and workflow management concepts,llm,,1,llm_v0
21A,K,Operational planning and capability assessment for combat support,Operational planning and capability assessment for combat support,llm,,1,llm_v0
21A,K,"Data analytics, metrics, trend analysis, and program evaluation methods","Data analytics, metrics, trend analysis, and program evaluation methods",llm,,1,llm_v0
21A,K,Emergency and contingency response procedures for maintenance operations,Emergency and contingency response procedures for maintenance operations,llm,,1,llm_v0
21A,K,"Crash, damaged, and disabled aircraft recovery principles","Crash, damaged, and disabled aircraft recovery principles",llm,,1,llm_v0
21A,S,Directing and supervising multi-specialty aircraft maintenance operations,Directing and supervising multi-specialty aircraft maintenance operations,llm,,1,llm_v0
21A,S,"Developing and publishing maintenance plans, policies, and procedures","Developing and publishing maintenance plans, policies, and procedures",llm,,1,llm_v0
21A,S,Managing quality assurance programs and conducting inspections and audits,Managing quality assurance programs and conducting inspections and audits,llm,,1,llm_v0
21A,S,"Planning and delivering maintenance training, including end-of-runway and weapons load training","Planning and delivering maintenance training, including end-of-runway and weapons load training",llm,,1,llm_v0
21A,S,Coordinating supply requisitions and managing repair-cycle times and parts delivery,Coordinating supply requisitions and managing repair-cycle times and parts delivery,llm,,1,llm_v0
21A,S,Scheduling maintenance/production and balancing workload against available resources,Scheduling maintenance/production and balancing workload against available resources,llm,,1,llm_v0
21A,S,Conducting capability assessments and readiness reporting for operational plans,Conducting capability assessments and readiness reporting for operational plans,llm,,1,llm_v0
21A,S,"Coordinating logistics support with transportation, ports, base support, and munitions functions","Coordinating logistics support with transportation, ports, base support, and munitions functions",llm,,1,llm_v0
21A,S,"Managing budgets, allocating resources, and tracking expenditures","Managing budgets, allocating resources, and tracking expenditures",llm,,1,llm_v0
21A,S,"Overseeing modifications, modernizations, and configuration control activities","Overseeing modifications, modernizations, and configuration control activities",llm,,1,llm_v0
21A,S,"Leading crash, damaged, and disabled aircraft recovery operations","Leading crash, damaged, and disabled aircraft recovery operations",llm,,1,llm_v0
21A,S,"Supervising structural repair, corrosion control, welding/machining, and aero-repair workcenters","Supervising structural repair, corrosion control, welding/machining, and aero-repair workcenters",llm,,1,llm_v0
21A,S,Implementing and overseeing non-destructive inspection programs and interpreting results,Implementing and overseeing non-destructive inspection programs and interpreting results,llm,,1,llm_v0
21A,S,Using maintenance information systems and analytical tools to evaluate performance and trends,Using maintenance information systems and analytical tools to evaluate performance and trends,llm,,1,llm_v0
21A,S,Defining technical problems and performing root-cause and corrective-action analyses,Defining technical problems and performing root-cause and corrective-action analyses,llm,,1,llm_v0
21A,S,"Preparing plans, briefings, and documentation for leadership and stakeholders","Preparing plans, briefings, and documentation for leadership and stakeholders",llm,,1,llm_v0
21A,S,Establishing base support plans and munitions support requirements,Establishing base support plans and munitions support requirements,llm,,1,llm_v0
21A,A,Lead and motivate diverse technical teams across multiple maintenance specialties,Lead and motivate diverse technical teams across multiple maintenance specialties,llm,,1,llm_v0
21A,A,Prioritize tasks and allocate resources under time-sensitive and mission-driven constraints,Prioritize tasks and allocate resources under time-sensitive and mission-driven constraints,llm,,1,llm_v0
21A,A,Make sound decisions during emergencies and contingency operations,Make sound decisions during emergencies and contingency operations,llm,,1,llm_v0
21A,A,"Integrate maintenance, logistics, and operations into cohesive support plans (systems thinking)","Integrate maintenance, logistics, and operations into cohesive support plans (systems thinking)",llm,,1,llm_v0
21A,A,"Analyze complex technical and operational data to identify trends, improvements, and deficiencies","Analyze complex technical and operational data to identify trends, improvements, and deficiencies",llm,,1,llm_v0
21A,A,Anticipate and plan for life-cycle sustainment needs and modernization impacts,Anticipate and plan for life-cycle sustainment needs and modernization impacts,llm,,1,llm_v0
21A,A,"Communicate clearly with both technical and non-technical audiences, verbally and in writing","Communicate clearly with both technical and non-technical audiences, verbally and in writing",llm,,1,llm_v0
21A,A,Adapt to rapidly changing mission requirements and operational environments,Adapt to rapidly changing mission requirements and operational environments,llm,,1,llm_v0
21A,A,"Maintain strict compliance with safety, quality, and regulatory standards","Maintain strict compliance with safety, quality, and regulatory standards",llm,,1,llm_v0
21A,A,Manage multiple concurrent programs and projects effectively,Manage multiple concurrent programs and projects effectively,llm,,1,llm_v0
21A,A,Coordinate and collaborate across organizations and external partners,Coordinate and collaborate across organizations and external partners,llm,,1,llm_v0
21A,A,Drive continuous improvement and implement corrective actions,Drive continuous improvement and implement corrective actions,llm,,1,llm_v0
21A,A,"Exercise critical thinking and solve complex, ambiguous problems","Exercise critical thinking and solve complex, ambiguous problems",llm,,1,llm_v0
21A,A,Operate effectively in deployed and combat support environments,Operate effectively in deployed and combat support environments,llm,,1,llm_v0
21A,K,Maintenance management procedures,Maintenance management procedures,llm,,2,llm_v0
21A,K,Personnel management procedures,Personnel management procedures,llm,,2,llm_v0
21A,K,Organizational and mission requirements,Organizational and mission requirements,llm,,2,llm_v0
21A,K,Capabilities and limitations of aircraft systems and components,Capabilities and limitations of aircraft systems and components,llm,,2,llm_v0
21A,K,Basic operating principles of aircraft systems and components,Basic operating principles of aircraft systems and components,llm,,2,llm_v0
21A,K,Theory of flight,Theory of flight,llm,,2,llm_v0
21A,K,Airframe construction,Airframe construction,llm,,2,llm_v0
21A,K,Life cycle sustainment principles,Life cycle sustainment principles,llm,,2,llm_v0
21A,K,Quality assurance principles,Quality assurance principles,llm,,2,llm_v0
21A,K,Supply systems and processes,Supply systems and processes,llm,,2,llm_v0
21A,K,Transportation systems and processes,Transportation systems and processes,llm,,2,llm_v0
21A,K,Logistics planning principles,Logistics planning principles,llm,,2,llm_v0
21A,K,Contracting principles,Contracting principles,llm,,2,llm_v0
21A,K,Flying operations fundamentals (as related to maintenance units),Flying operations fundamentals (as related to maintenance units),llm,,2,llm_v0
21A,K,Munitions operations fundamentals,Munitions operations fundamentals,llm,,2,llm_v0
21A,K,Unit operations related to aircraft maintenance,Unit operations related to aircraft maintenance,llm,,2,llm_v0
21A,S,Manage weapons system programs,Manage weapons system programs,llm,,2,llm_v0
21A,S,Manage funding for depot maintenance workloads,Manage funding for depot maintenance workloads,llm,,2,llm_v0
21A,S,Manage transportation distribution systems,Manage transportation distribution systems,llm,,2,llm_v0
21A,S,Conduct logistics tests and evaluations for new acquisition programs,Conduct logistics tests and evaluations for new acquisition programs,llm,,2,llm_v0
21A,S,Manage and oversee aircraft modifications,Manage and oversee aircraft modifications,llm,,2,llm_v0
21A,S,Apply maintenance and personnel management procedures in operations,Apply maintenance and personnel management procedures in operations,llm,,2,llm_v0
21A,S,Plan and execute life-cycle sustainment activities,Plan and execute life-cycle sustainment activities,llm,,2,llm_v0
21A,S,Implement quality assurance procedures within maintenance units,Implement quality assurance procedures within maintenance units,llm,,2,llm_v0
21A,S,"Coordinate supply, transportation, logistics plans, contracting, and flying operations support","Coordinate supply, transportation, logistics plans, contracting, and flying operations support",llm,,2,llm_v0
21A,S,Supervise and manage aircraft maintenance activities,Supervise and manage aircraft maintenance activities,llm,,2,llm_v0
21A,S,Develop and manage logistics plans for unit operations,Develop and manage logistics plans for unit operations,llm,,2,llm_v0
21A,A,Lead and manage personnel and maintenance units,Lead and manage personnel and maintenance units,llm,,2,llm_v0
21A,A,Analyze and evaluate aircraft system capabilities and limitations,Analyze and evaluate aircraft system capabilities and limitations,llm,,2,llm_v0
21A,A,"Integrate logistics functions across supply, transportation, and contracting","Integrate logistics functions across supply, transportation, and contracting",llm,,2,llm_v0
21A,A,Allocate resources and prioritize funding for maintenance workloads,Allocate resources and prioritize funding for maintenance workloads,llm,,2,llm_v0
21A,A,Assess and ensure compliance with organizational and mission requirements,Assess and ensure compliance with organizational and mission requirements,llm,,2,llm_v0
21A,A,Interpret theory of flight and airframe construction to inform maintenance decisions,Interpret theory of flight and airframe construction to inform maintenance decisions,llm,,2,llm_v0
21A,A,Oversee testing and evaluation of logistics aspects in acquisitions,Oversee testing and evaluation of logistics aspects in acquisitions,llm,,2,llm_v0
21A,A,Manage complex programs and modifications across the aircraft lifecycle,Manage complex programs and modifications across the aircraft lifecycle,llm,,2,llm_v0
21A,A,Maintain quality standards and drive continuous improvement in maintenance operations,Maintain quality standards and drive continuous improvement in maintenance operations,llm,,2,llm_v0
21A,A,Coordinate with flying operations and munitions to support mission readiness,Coordinate with flying operations and munitions to support mission readiness,llm,,2,llm_v0
